"Restaurant_Name","Rating","Category","Address"
"Fishing Sushi","4.8","Asian fusion","542 Concession Street, Hamilton, ON L8V 1A9"
"South Garden Chinese Restaurant","4.5","Chinese","1300 Garth St, Hamilton, NAMER L9C"
"Popeyes Louisana Kitchen (930 Upper Paradise Rd, Unit 8/9)","4.6","American","930 Upper Paradise Rd, Hamilton, On L9B 2N1"
"Fresh Healthy Cafe (Formerly Soulful Delish)","4.6","Healthy","33 Brock St, Store, Kingston, NAMER K7L 1R7"
"Food Basics (33 Barrack St)","4.2","Everyday Essentials","33 Barrack St, Kingston, NAMER K7K 1E7"
"McDonald's (Kingston - 312 Princess)","4.6","American","312 Princess St, Kingston, ON K7L 1B6"
"M&M Food Market (Kingston-Bath)","New","Grocery","277 Bath Road, Kingston, NAMER K7M2X6"
"For Thirst and Hunger Beverage and Food Company","New","Canadian","645 Gardiners Rd, 110, Kingston, ON K7M 8K2"
"A&W (328 King St)","4.6","Fast food","328 King Street, Kingston, ON K7L 3B4"
"Starbucks (Johnson & Division)","4.8","Bakery","121 Division Street, Kingston, ON K7L 3M5"
"Coffee and Company","5.0","Coffee & tea","53 Princess Street, Kingston, ON K7K"
"Tommy's","4.6","Burgers","377 Princess St, Kingston, ON K7L"
"The Grocery Basket","4.7","Sandwich","260 Princess Street, Kingston, ON K7L"
"The Store Famous","New","Comfort food","406 Barrie Street, Kingston, ON K7K 3T9"
"Subway (Ontario Street)","4.3","American","257 A Ontario St., Kingston, ON K7K"
"Wendy's (1043 Princess St.)","4.6","Fast food","1043 Princess Street, Kingston, ON K7L 1H3"
"Geneva Crepe Bistro","4.8","French","297 Princess St, Kingston, ON K7L 1B4"
"Juniper Cafe","4.8","Coffee & tea","370 King St W , Kingston, ON K7L"
"Panera Bread (88 Dalton Avenue)","4.5","American","88 Dalton Ave, Kingston, ON K7K 6C3"
"Denny's Canada (670 Gardiners Rd)","4.3","Breakfast and brunch","670 Gardiners Rd, Kinston, ON K7M 3X9"
"Peter's Place Restaurant","4.5","Breakfast & Brunch","34 Princess St, Kingston, ON K7L"
"Coco Frutti (Kingston)","4.4","Breakfast and brunch","768 Gardiners Rd, Kingston, ON K7M 3X9"
"Metro (310 Barrie St)","4.6","Grocery","310 Barrie St, Kingston, NAMER K7L 5L4"
"Quick Stop Convenience","4.7","Convenience","155 Concession St Kingston, On K7k 2b1,"
"CocoFrutti (Kingston)","4.8","Breakfast and brunch","96 Innovation Drive Kingston, On K7k7e7 Canada,"
"Gina's Grill","4.8","Breakfast and brunch","1679 Bath Road, Kingston, ON K7M 4X2"
"Division Street Market","4.8","Convenience","370 Division St, Kingston, NAMER K7K 4A5"
"Balzacs (Kingston)","New","Coffee & tea","251 Princess St, Kingston, ON K7L 1B4"
"Booster Juice - Kingston","4.7","Sandwich","293 Princess Street Kingston, On K7l 1b4 Canada,"
"Juniper Cafe","4.9","Sandwiches","497 Cataraqui Woods Drive, Kingston, NAMER K7P 1T8"
"Stacked Pancake & Breakfast House (Kingston)","4.5","Breakfast and brunch","1117 Midland Avenue - Unit 5, Kingston, NAMER K7P 2X8"
"Canadian Tire Gas+ (970 Princess St)","3.8","Snacks","970 Princess St., Kingston, ON K7L 1H2"
"COBS Bread (RioCan Centre Kingston)","4.7","Bakery","A003b - 770 Gardiners Rd, Kingston, ON K7M 0A2"
"Tim Horton's (945 Gardiners Rd-Cataraqui Twn Cntr)","4.3","Bakery","945 Gardiners Rd-Cataraqui Twn Cntr, Kingston, ON K7M 7H4"
"Dollarama (JSM Business Centre)","New","Toys","1011 Princess St, Block D, Kingston, NAMER K7L 1H3"
"Meadowbrook Variety","New","Snacks","545 Armstrong Road, Kingston, ON K7M 7G9"
"Pasha","New","Turkish","61 Division St, Kingston, ON K7L 3L8"
"Quik Chek Convenience Store","4.8","Ice cream & frozen yogurt","730 Front Road, Kingston, ON K7M 6P7"
"PetSmart (Kingston)","4.8","Retail","690 Gardiners Road, Kingston, NAMER K7M 3X9"
"Eggsquis (Kingston)","3.7","Breakfast and brunch","2774 Princess St, Kingston, NAMER K7P 1W9"
"Pudgyboy's Mini Donuts (Kingston)","New","Desserts","377 Princess St., Kingston, NAMER K7L"
"Walmart (1130 Midland Ave)","New","Grocery","1130 Midland Ave, Kingston, Ca, K7p 2x9,"
"Maverick's Donut Company (Kingston)","5.0","Doughnuts","320 Princess Street Kingston, On K7l 1b6,"
"Rexall Drug Store (Princess St)","4.2","Home & Personal Care","1036 Princess Street, Kingston, ON K7L 1H2"
"The Body Shop (945 Gardiners Rd)","New","Personal care","945 Gardiners Rd, Kingston, NAMER K7M 7H4"
"35326 Petro-Canada (1586 Centennial Drive)","4.9","Everyday Essentials","1586 Centennial Drive, Kingston, ON K7M"
"Burger King (1093 Midland Ave)","4.5","Sandwich","1093 Midland Avenue, Kingston, NAMER K7P 2X8"
"Crossroads Country Store","New","Pizza","2280 Sydenham Rd, Kingston, ON K0H 1M0"
"East Side Mario's (Kingston)","4.5","Italian","774 Gardiners Rd, Kingston, ON K7M"
"Ghost Kitchen Brands (Bath Rd)","4.4","Desserts","1718 Bath Rd, Kingston, ON K7M"
"Sima Sushi","4.9","Japanese","66 Princess St, Kingston, ON K7L 1A5"
"241 Pizza (Kingston)","4.5","Pizza","294 Princess St, Kingston, ON K7L"
"Maki sushi & noodle","4.8","Japanese: Sushi","2-1218 Hwy 15, Kingston, ON K7K"
"Akira Restaurant","4.5","Asian","83 Aberfoyle Rd Kingston, Ontario K7M"
"Sushiya Zen","4.8","Japanese","49 Princess St, Kingston, ON K7K"
"FIVE GUYS GARDINERS (ON-1562)","4.7","Burgers","770 Gardiners Rd, Kingston, ON K7M 3X9"
"Melt&Grill","4.6","Sandwiches","292 Princess St, Kingston, ON K7L"
"Harvey's (Norwest Road)","4.6","Burgers","830 Norwest Road, 3A, Kingston, ON K7P"
"Beavertails  (159 Division St)","New","Desserts","159 Division St., Kingston, ON K7L3M6"
"Saigon Delights (Division St)","4.9","Vietnamese","217 Division St Kingston, Ontario K7k 3z2,"
"Little Caesars (507 Princess Street)","4.5","Pizza","507 Princess Street, Kingston, ON K7K"
"Izumo Sushi","4.7","Sushi","499 Princess St, 1, Kingston, ON K7L"
"Apsara Angkor Cuisine Restaurant","4.5","Thai","189 Ontario Street, Kingston, ON K7L 2Y7"
"Popeyes Louisiana Kitchen (96 Innovation Dr)","4.7","American","96 Innovation Dr, Kingston, On K7K"
"KFC (29 Warne Crescent)","4.4","American","29 Warne Crescent, Kingston, ON K7K 5A6"
"Pizza Studio (Kingston)","4.6","Pizza","358 Princess St, Kingston, ON K7L"
"Pizza Pizza (414 Princess)","4.1","Chicken Strips","414 Princess St., Kingston, ON K7L"
"Pita Pit (Princess & Division)","4.5","Healthy","421 Princess St, Kingston, Ontario K7L"
"Atomica Kitchen l Cocktails","4.6","Pizza","71 Brock St, Kingston, Ontario K7L 2Z9"
"Shawarma El Mina","4.8","Halal","1759 Bath Rd, Kingston, ON K7M 4Y3"
"Minos Take Out West","4.6","Salads","2796 Princess Street, Kingston, ON K7P"
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)","4.7","Chicken","656 Gardiners Rd, Kingston, ON K7M 3X9"
"Mr. Mango Tea & Juice","New","Asian","318 Princess Street, Kingston, NAMER K7L 1B6"
"The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd)","4.6","Desserts","1718 Bath Rd, Kingston, ON K7M"
"Thai House Cuisine","4.7","Thai","185 Sydenham St, Kingston, ON K7K"
"Guac Mexi Grill (Kingston)","4.6","Mexican","333 University Avenue, Kingston, ON K7L 0G3"
"Boston Pizza (95 Dalton Ave)","4.2","Italian","95 Dalton Ave, Kingston, ON K7K"
"Presotea (Kingston)","4.8","Bubble tea","346 Princess Street, Kingston, ON K7L 1B6"
"Torino pizza & pasta","4.6","Pizza","1786 Bath Rd Kingston, On K7m 4y2 Canada,"
"Swiss Chalet (Dalton Ave)","4.7","Diner","85 Dalton Ave, Kingston, ON K7K"
"Hero Certified Burgers  (1046 Princess St.)","4.4","American","1046 Princess St, Kingston, ON K7L 1H2"
"Montana's (Kingston)","4.6","Steak","630 Gardiners Rd, Kingston, ON K7M"
"Burger King #3056 (1295 Oxford Street East)","4.5","American","1295 Oxford Street East, London, ON N5Y 4W4"
"Frank & Burgers","3.7","Cheese","172 King Street, London, ON N6A"
"A&W (London Music Hall)","4.6","Fast food","176 Dundas Street, London Music Hall, Ontario N6A 1G7"
"Starbucks (Richmond & Central)","4.7","Bakery","601 Richmond Street, London, ON N6A"
"Canteen (172 King St)","3.8","Burgers","172 King St, London, ON N6A 1C6"
"Reset Social Cafe","4.8","Sandwich","503 Talbot St, London, ON N6A"
"Church's Texas Chicken (1030 Adelaide St N, London)","4.3","Comfort food","1030 Adelaide Street North, London, ON N5Y 2M9"
"Subway (355 Wellington St Unit 4)","5.0","American","355 Wellington Street , Unit #4 Citi Plaza, London, ON N6A"
"McDonald's (Western)","4.6","Burgers","61 Oxford Street West, LONDON, ON N6H 5S8"
"Frank & Furter's Restaurant & Bar","3.6","American","172 King St, London, On N6A 1C6"
"Wendy's (676 Highbury Avenue)","4.6","Fast food","676 Highbury Avenue, London, ON N5W 5R3"
"Mary's Place","4.7","Breakfast and brunch","159 Saint Julien Street, London, ON N5Z"
"Old Bagel House","5.0","Bagels","16 Base Line Rd W, C2, London, ON N6J 1V2"
"That Breakfast Place","3.0","Comfort food","172 King Street, London, ON N6A 1C6"
"Harvey's (Highbury Ave)","4.6","Canadian","1192 Highbury Avenue N, London, ON N5V"
"Saga Cafe","4.8","Coffee & tea","105 King Street, London, ON N6A 1C1"
"Pita Pit (1255 Kilally Road)","4.5","Italian","1255 Kilally Road, London, ON N5Y"
"Hasty Market (338 Dundas Street)","4.3","Snacks","338 Dundas Street, London, N6B 1V7 ON"
"London Corner Variety Store","4.7","Everyday Essentials","101 210 Dundas Street, London, ON N6A 5J3"
"Shawarma House (Hawthorne Rd)","4.9","Falafel","10 Hawthorne Road Unit #2, London, NAMER N6G"
"Student Variety","4.9","Convenience","699 Richmond Street Unit 3, London, ON N6A 5M1"
"Sunset Grill (705 Wonderland Road North, Unit B2-1)","4.5","Breakfast and brunch","705 Wonderland Road North , Unit B2-1, London, ON N6H"
"Mother Hubbard's","New","Canadian","301 Oxford Street West, London, ON N6H 1S6"
"Coffee Culture (260 Dundas St)","4.6","Coffee & tea","260 Dundas St, London, Ontario N6A"
"The Great Canadian Bagel","4.7","Comfort food","1737 Richmond St, 4, London, ON N6G"
"BoxCar Donuts","4.9","Desserts","478 Richmond St, London, ON N6A 3E4"
"Hero Certified Burgers (1299 Oxford Street East)","New","Burgers","1299 Oxford St E, 40, London, ON N5Y 4W5"
"Buzz Bagelz","4.8","Bagels","160 Dundas St, London, ON N6A 1G1"
"7-Eleven (1181 Western Rd @ Sarnia)","4.6","Wings","1181 Western Rd @ Sarnia, London, ON N6G"
"TAJ MAHAL KITCHEN & BAR","New","American","1682 Dundas St, London, ON N5W 3C7"
"Wisdom Teashop and Cafe","5.0","Coffee & tea","610 Dundas St, London, ON N5W 2Y8"
"Family Circle Restaurant","4.9","Breakfast & Brunch","147 Wellington St, London, ON N6B"
"Zaatarz","4.7","Middle Eastern","639 Southdale Rd E, London, Ontario N6E"
"Westside Family Restaurant","4.5","Breakfast and brunch","107 Mt Pleasant Ave, London, On N6H"
"Reef Bakery","New","Middle Eastern","775 Southdale Road East, London, ON N6E"
"M&M Food Market (London-White Oaks)","New","Grocery","107/109-1067 Wellington Road, London, NAMER N6E2H5"
"Ring A Wing (Wonderland)","4.2","Wings","666 Wonderland Rd N, London, ON N6H"
"Springbank Minimart & Video Balloon Centre","New","American","6-360 Springbank Drive, London, ON N6J"
"Metro (1030 Adelaide St N)","4.6","Grocery","1030 Adelaide St N, London, NAMER N5Y 2M9"
"Mike's Pizza & Donair (Oakville Ave)","New","Pizza","100 Oakville Ave, London, ON N5V"
"The Better Blend Smoothie Bar","4.8","Sandwiches","130 King St, London, ON N6A"
"Cora Breakfast and Lunch (1030 Adelaide St N Unit #8)","3.9","Breakfast and brunch","1030 Adelaide St N , Unit #8, London, ON N5Y"
"Booster Juice (671 Wonderland Road N)","4.8","Drinks","671 Wonderland Rd. North A5-103, London, ON N6H 0H9"
"Campus Hi-Fi","4.5","Breakfast and brunch","736 Richmond Street, London, ON N6A"
"La Parrillada Grill and Latin Cuisine","4.1","Mexican","196 Thompson Rd, London, ON N5Z 2Y9"
"Angel's Family Restaurant","4.8","Comfort Food","100 Belmont Dr, London, ON N6J"
"IHOP (Oxford St)","4.3","American","530 Oxford St W, Unit #18A, London, ON N6H 1T6"
"The Breakfast Griddle","4.7","Breakfast and brunch","159 Saint Julien Street, London, ON N5Z 2M8"
"BUTTERBITES Cafe and Restaurant","4.9","Salads","1494 Dundas St, London, ON N5W 3B9"
"Joe's Bros Pizza","New","Pizza","1086 Commissioners Rd E, London, ON N5Z"
"Stacked Pancake & Breakfast House (London)","New","Breakfast and brunch","849 Wellington Road, London, NAMER N6E 3R5"
"Cinnabon (Oxford St)","4.2","Bakery","530 Oxford St W, Unit #18A, London, ON N6H 1T6"
"PetSmart (London East)","4.5","Retail","1275 Highbury Ave N, Unit  117, London, ON N5Y 1A8"
"Dollarama (Adelaide Centre)","4.8","Toys","1030 Adelaide St N, Unit 10A, London, ON N5Y 2M9"
"Denny's Canada (3700 Highbury Ave South)","4.3","American","3700 Highbury Ave South, London, ON N6N"
"Mylos Grill","4.0","Breakfast and brunch","855 Wellington Road, London, ON N6E"
"Food Basics (1299 Oxford St E)","4.5","Everyday Essentials","1299 Oxford St E, London, ON N5Y 4W5"
"Pastry Culture","4.7","Pastry","130 King St C-7b, London, ON N6A 1C3"
"Happiness Downtown","4.8","Bakery","430 Wellington St, London, ON N6B"
"Smiley's Pizzeria","5.0","Pizza","1464 Adelaide Street North, London, ON N5X"
"Pinto’s Convenience","4.9","Convenience","767 Hamilton Road, London, ON N5Z"
"Canadian Tire Gas+ (1975 Dundas St E)","New","Snacks","1975 Dundas St. E., London, ON N5V 4Y5"
"Walmart (330 Clarke Rd)","New","Grocery","330 Clarke Rd, London, ON N5W 6G4"
"Pür & Simple (London South)","4.7","Burgers","395 Wellington Road London, On N6c 5z6,"
"COBS Bread (London North West)","4.9","Bakery","1320 Fanshawe Park Road W, London, ON N6G"
"Richies Family Restaurant","4.7","Breakfast and brunch","1673 Richmond St #14 London, On N6g 2n3,"
"Cedar North Restaurant","4.6","Middle Eastern","1215 Fanshawe Park Road West, London, ON N6G 5B4"
"Tea Point","New","Comfort Food","1299 Oxford St E, 40, London, ON N5Y 4W5"
"The Knotty Pine Restaurant","4.7","Breakfast & Brunch","1100 Wellington Rd, London, ON N6E1M2"
"Hadi's Shawarma","New","Middle Eastern","1579 Oxford St E, London, Ontario N5V 1W5"
"The Chopped Leaf (1041 Wellington Road) - London","4.7","Sandwiches","1041 Wellington Road , Unit 2, London, ON N6E 1W4"
"Chez Leon Breads","New","Desserts","1255 Kilally Rd, London, ON N5Y 0B7"
"Taj-Mahal Restaurant","New","Indian","666 Wonderland Road North
Unit 5a, London, NAMER N6H 4K9"
"On the Run 42357 | 1885 Huron St","New","Everyday Essentials","1885 Huron St., LONDON, ON N5V 3A5"
"Tim Hortons (1384 Wellington Rd)","4.3","Bakery","1384 Wellington Rd S, London, ON N6E 1M3"
"BEEBA BOYZ KITCHEN AND BAR","New","Breakfast and brunch","480 Sovereign Rd, Unit 9, London, ON N6M 1A4"
"The Biryaniwalla (London)","4.6","Indian","1050 Kipps Lane London, On N5y 4s5 Canada,"
"Dairy Queen (720 Proudfoot Lane)","4.7","American","720 Proudfoot Lane, London, ON N6H"
"Shelby's Shawarma (West Five)","4.6","Middle Eastern","1876 Oxford St W, 1876 Oxford St W, London, ON, N6K 0J8, London, ON N6K 0J8"
"Florence Pizza and Shawarma","4.1","Pizza","2259 Dundas Street Unit 3 London, On N5v 0b5,"
"Burger King (1605 Saint-Denis St)","4.3","American","1605 Saint-Denis St, Montreal, QC H2X 3K3"
"Pizza Pizza (St-Laurent Blvd.)","4.2","Pizza","3714 St. Laurent Blvd, Montreal, QC H2X"
"Capitaine Sandwich","4.9","Sandwiches","4050 Rue De Bullion, Montreal, QC H2W"
"Première Moisson (Gare Centrale)","New","Sandwich","895, Rue De La Gauchetière O.,  Suite 90-401,, Montréal, QC, NAMER H3B 4G1"
"Pizzaway","4.7","Pizza","5595 Chemin De La Côte-Des-Neiges, Montreal, QC H3T 1Y8"
"Subway (Metcalfe)","New","American","2029 Rue Metcalfe, Montreal, Quebec H3A 1X7"
"Léché desserts","4.8","Desserts","640 Rue De Courcelle, Montréal, Québec H4C"
"Pizza Pita Kosher MK","4.7","Pizza","5345 Rue Vézina, Montréal, Qc H3X"
"A&W (Concordia)","4.5","Fast food","1540 Boulevard De Maisonneuve Ouest, Montreal, QC H3G"
"Starbucks (Village - Sainte-Catherine Est)","4.8","Coffee & tea","1301 Rue Sainte-Catherine Est, Montréal, QC H2L"
"Super C (2035 R. Atateken)","4.2","Grocery","2035 R. Atateken, Montreal, NAMER H2L 3L9"
"Metro (3575 Avenue Du Parc, Suite 5100 Montréal , Quebec)","4.4","Grocery","3575 Avenue Du Parc, Suite 5100 Montréal , Quebec, Montreal, NAMER H2X 3P9"
"Depanneur Tina Plus","4.8","Convenience","1311 Rue Ontario Est, Montreal, QC H2L 1R8"
"McDonald's (St-Christophe & Ste-Catherine)","4.4","Burgers","850, Rue Sainte-Catherine Est, Montréal, QC H2L 2E2"
"Boulangerie Ange Humaniti","4.5","Breakfast and brunch","345 Avenue Viger Ouest, Montreal, QC H2Z"
"Depanneur mimjim exp","4.7","Conveniência","200 Avenue Des Pins Est, Montreal, QC H2X"
"Adonis (225 Peel St)","4.5","Grocery","225 Peel St, Montreal, NAMER H3C 2G6"
"St-Hubert (Verdun)","4.5","Canadian","4120 Boulevard Lasalle, Verdun, QC H4G 2A5"
"Tommy Cafe (Notre-Dame)","4.5","Breakfast and brunch","200 Rue Notre-Dame Ouest, Montréal, QC H2Y 1T3"
"Sandwicherie SAMING","New","Asian: Other","6595 St Hubert, Montréal, QC H2S"
"Boulangerie Pita & Pizza","4.7","Pizza","8500 Boulevard Lacordaire, Montréal, Quebec H1R"
"Café Dépôt (Centre de commerce mondial)","New","Coffee & tea","383 Rue St Jacques Ouest, Montreal, Quebec H2Y 2N9"
"Le Marquis Signature Santé (Saint- Paul)","New","Healthy","194 Rue Saint-Paul O, Montréal, Qc H2Y"
"Juliette & Chocolat (Saint-Denis)","4.8","Desserts","1615 Rue Saint-Denis, Montréal, Quebec H2X 3K3"
"Cafe et Crepe","4.2","Salad / Sandwiches","374 Rue Sainte-Catherine O, Montreal, Qc H3b1a2, Ca, QC H3A"
"Copper Branch (Stanley)","4.7","Sandwich","1180 Boulevard De Maisonneuve O, Montréal, QC H3A"
"Patisserie Harmonie","4.9","American","85 Rue De La Gauchetière Ouest, Montreal, QC H2Z"
"Dépanneur Royal","4.8","Convenience","2221 Mont-Royal Ave E, Montreal, Quebec H2H 1K5"
"Wendy's (530 Niagara St.)","4.5","Fast food","530 Niagara St, Welland, ON L3C 1L8"
"Walmart (6700 Ch De La Cote-des-neiges)","New","Grocery","6700 Chemin De La Côte-Des-Neiges, Montréal, Québec H3S 2B2"
"TETA'S DOUGH","4.3","Desserts","1190 Rue Mackay, Montreal, QC H3G 2H4"
"District Bagel Kosher","4.8","Salads","709 Chemin Lucerne, Montréal, QC H3R 2G4"
"Julian’s Comptoir Gourmand","4.9","Salad / Sandwiches","111 Avenue Du Mont-Royal O, Montréal, QC H2T 2S9"
"La Belle Province (Sherbrooke Est)","4.5","American","3929 Sherbrooke E, Montréal, QC H1X"
"Boulangerie Ange Masson","4.8","American","3165 Rue Masson, Montréal, QC H1Y 1Y2"
"Jugo Juice (Centre-Eaton)","New","Juice & Smoothies","705 Rue Ste-Catherine Ouest # Z150, Montreal, Quebec H3B 4G5"
"Mr. Puffs (Vieux-Port)","4.5","Desserts","438 Place Jacques-Cartier, B, Montréal, Québec H2Y 3B3"
"B&M (Saint-Viateur)","4.9","Breakfast and brunch","120 Rue Saint Viateur O, Montreal, QC H2T"
"St-Viateur Bagel (Mont-Royal)","4.9","American","1127 Av. Mont-Royal E, Montreal, Quebec H2J"
"Depanneur no.1","4.9","Everyday Essentials","1501 Rue Marie-Anne Est, Montreal, QC H2J 2C7"
"Pizza Planete","4.8","Pizza","1181 Decarie Street, Montreal, Quebec H4L 3M8"
"Ben & Florentine (300, chemin du Golf)","4.7","Breakfast and brunch","300 Chemin Du Golf, Verdun, QC H3E 1A8"
"Au Pain Doré (Rouen)","4.8","Breakfast and brunch","3075 Rue De Rouen, Montréal, QC H1W"
"Arthurs Nosh Bar","4.9","Breakfast and brunch","4621 Notre-Dame St W, Montreal, QC H4C 1S5"
"Freshii (Maisonneuve)","4.2","Bowls","1102 Boulevard De Maisonneuve O, Montréal, QC H3A"
"Les Glaceurs (Vieux-Montréal)","New","American","453 Rue Saint-Sulpice, Montreal, QC H2Y 2V8"
"Little Bear Animalerie","5.0","pet supplies","4152 Saint-Catherine St W, Westmount, NAMER H3Z 1P4"
"Restaurant Laterna","New","Burgers","3997 Rue Wellington, Montreal, QC H4G 1V6"
"Madame Dibou les Gateaux","4.9","Cupcakes","4482 Rue Fabre, Montreal, QC H2J"
"Joe's Panini 24hrs","4.2","Salads","1404 Rue Drummond, Montréal, Québec H3G"
"Cora Déjeuners et Diners (1396 avenue du Mont Royal)","4.6","Breakfast and brunch","1396 Avenue Du Mont Royal, Montreal, QC H2J"
"District Bagel Park Avenue","4.8","Sandwich","5679 Avenue Du Parc, Montréal, QC H2V"
"Le Plezl","New","Kosher","3429 Rue Peel, Montreal, QC H3A 1W7"
"L'Oeufrier (Masson)","4.6","Breakfast and brunch","2876 Rue Masson, Montréal, QC H1Y 1W9"
"La Planète Oeuf","4.7","Breakfast and brunch","2734 Rue Masson, Montréal, QC H1Y"
"Boulangerie de Froment et de Sève","4.7","Sandwiches","2355 Rue Beaubien E, Montréal, QC H2G"
"Chez Nick","4.8","Sandwich","1377 Greene Avenue, Westmount, Quebec H3Z"
"Boulangerie Pâtisserie La Conca d'Oro","4.9","Bakery","2550 Jean Talon St E, Montreal, QC H2A"
"Boulangerie Louise","4.8","Bakery","6835 Boul St-Laurent, Montréal, NAMER H2S"
"L2 BubbleTea (Alexis Nihon)","4.6","Desserts","1500 Avenue Atwater, Montreal, QC H3Z 1X5"
"Pizzeria et Grillades Al-Amine","4.1","Pizza","3549 Avenue Lacombe, Montréal, NAMER H3T"
"Duc de Lorraine","4.5","Breakfast and brunch","5002 Chemin De La Côte-Des-Neiges, Montréal, Qc H3V"
"Café Bénédictins","4.7","Breakfast and brunch","5511 Rue De Verdun, Montréal, QC H4H"
"Au Pain Doré (Côte-des-Neiges)","4.6","Breakfast and brunch","5214 Chemin De La Côte-Des-Neiges, Montréal, QC H3T 1X8"
"Banh Mi Hanoi","4.9","Vietnamese","2499 Jean Talon St E, Montreal, QC H2E 1W3"
"James Perse Côté Cuisine","4.7","Breakfast and brunch","4865 Rue Sherbrooke Ouest, Westmount, Qc H3Z 1G9"
"La Foumagerie","4.5","Salads","4906 Sherbrooke Street West, Montreal, Quebec H3z 1h3, Canada, NAMER H3Y"
"Vegateau","4.9","Dessert: Other","1215 Avenue Du Mont-Royal E, Montreal, QC H2J 1Y2"
"Wendy's (7295 des Galeries d'Anjou)","4.4","Fast food","7295 Des Galeries D'Anjou, QC H1M 2W2"
"Boulangerie de Froment et de Sève (Petite Italie)","4.8","Sandwiches","91 Rue Beaubien Est, Montréal, QC H2S 1R1"
"Felix&Norton Montreal","4.4","Dessert: Other","3905 St Laurent Blvd, Montréal, QC H2W"
"Real Fruit Thé Aux Perles (Montreal Eaton Center)","4.8","Juice & Smoothies","705 Rue Ste-Catherine O, Montreal, QC H3B 4G5"
"B&M (Somerled)","4.7","Greek","6200 Somerled Av, Montreal, Quebec H3X"
